,ID,LATNUM,LONGNUM
6290,KE2014_209,"-0,933773","36,596336"
6291,KE2014_21,"-1,276855","36,918131"
6292,KE2014_210,"-1,006705","36,739989"
6293,KE2014_211,"-1,016861","36,726304"
6294,KE2014_212,"-1,136899","36,768640"
6295,KE2014_213,"-1,092889","36,790353"
6296,KE2014_214,"-1,031255","36,847814"
6297,KE2014_215,"-1,039030","37,261507"
6298,KE2014_216,"-1,071156","37,012823"
6299,KE2014_217,"-1,039943","37,086751"
6300,KE2014_218,"-1,040039","37,073920"
6301,KE2014_219,"-1,053128","37,086969"
6302,KE2014_22,"-1,279525","36,893592"
6303,KE2014_220,"-1,075166","37,093542"
6304,KE2014_221,"-1,202469","36,919464"
6305,KE2014_222,"-1,196020","36,949532"
6306,KE2014_223,"-1,211489","36,924615"
6307,KE2014_224,"-1,150228","37,017182"
6308,KE2014_225,"-1,147709","36,929877"
6309,KE2014_226,"-1,164300","36,941510"
6310,KE2014_227,"-0,954130","36,827880"
6311,KE2014_228,"-0,988024","36,888131"
6312,KE2014_229,"-1,017294","36,823876"
6313,KE2014_23,"-1,315248","36,880725"
6314,KE2014_230,"-0,964736","36,927786"
6323,KE2014_24,"-1,319190","36,886256"
6334,KE2014_25,"-1,321410","36,891377"
6345,KE2014_26,"-1,323411","36,888659"
6355,KE2014_269,"-4,246816","39,486476"
6356,KE2014_27,"-1,242902","36,927060"
6357,KE2014_270,"-4,167861","39,316179"
6358,KE2014_271,"-4,224470","39,385369"
6359,KE2014_272,"-4,150887","39,471838"
6362,KE2014_275,"-4,193787","39,559847"
6363,KE2014_276,"-4,008023","39,456967"
6364,KE2014_277,"-3,938002","39,473718"
6365,KE2014_278,"-3,909192","39,459110"
6366,KE2014_279,"-4,127634","39,298249"
6367,KE2014_28,"-1,285094","36,905386"
6369,KE2014_281,"-4,198204","39,226841"
6370,KE2014_282,"-3,973083","39,243846"
6371,KE2014_283,"-3,768159","39,172251"
6378,KE2014_29,"-1,284265","36,886565"
6382,KE2014_293,"-4,442186","39,201351"
6383,KE2014_294,"-4,428400","39,314892"
6384,KE2014_295,"-4,530121","39,189307"
6385,KE2014_296,"-4,367214","39,036752"
6387,KE2014_298,"-4,505692","39,367452"
6389,KE2014_3,"-1,279646","36,745931"
6390,KE2014_30,"-1,284072","36,908844"
6401,KE2014_31,"-1,303782","36,874729"
6402,KE2014_310,"-3,490048","39,737486"
6403,KE2014_311,"-3,652673","39,757497"
6404,KE2014_312,"-3,590507","39,527396"
6405,KE2014_313,"-3,729556","39,690748"
6407,KE2014_315,"-3,830610","39,633115"
6408,KE2014_316,"-3,842308","39,634000"
6409,KE2014_317,"-3,884601","39,524861"
6410,KE2014_318,"-3,951288","39,611538"
6411,KE2014_319,"-3,868253","39,485738"
6412,KE2014_32,"-1,296178","36,868122"
6413,KE2014_320,"-3,850751","39,457943"
6414,KE2014_321,"-3,880782","39,542766"
6415,KE2014_322,"-3,715756","39,596646"
6421,KE2014_328,"-3,216621","40,067124"
6423,KE2014_33,"-1,327353","36,850841"
6425,KE2014_331,"-3,105848","39,785550"
6428,KE2014_334,"-3,290975","39,813767"
6429,KE2014_335,"-0,701589","39,000257"
6430,KE2014_336,"-0,231804","39,296965"
6432,KE2014_339,"-1,051664","39,733020"
6433,KE2014_34,"-1,283677","36,842302"
6435,KE2014_341,"-1,421320","40,031235"
6440,KE2014_346,"-1,546127","39,216323"
6442,KE2014_348,"-1,485353","40,027555"
6443,KE2014_349,"-0,463706","39,603718"
6444,KE2014_35,"-1,302439","36,883812"
6445,KE2014_350,"-0,477675","39,611709"
6446,KE2014_351,"-0,474145","39,628639"
6447,KE2014_352,"-0,425303","39,608482"
6448,KE2014_353,"-0,426962","39,400216"
6455,KE2014_36,"-1,316692","36,872963"
6456,KE2014_360,"-1,937471","39,962449"
6466,KE2014_37,"-1,260182","36,877361"
6477,KE2014_38,"-1,268247","36,825234"
6488,KE2014_39,"-1,262055","36,834105"
6498,KE2014_399,"-3,775851","38,642940"
6499,KE2014_4,"-1,280380","36,697090"
6500,KE2014_40,"-1,263606","36,850566"
6502,KE2014_401,"-3,526174","38,619472"
6503,KE2014_402,"-3,400005","38,566416"
6504,KE2014_403,"-3,384242","38,548890"
6505,KE2014_404,"-3,397599","38,570200"
6506,KE2014_405,"-3,370572","38,560319"
6507,KE2014_406,"-3,380176","38,573271"
6508,KE2014_407,"-3,399587","38,558575"
6509,KE2014_408,"-3,505407","38,379688"
6510,KE2014_409,"-3,479944","38,415518"
6511,KE2014_41,"-1,195267","36,894989"
6512,KE2014_410,"-3,586587","38,467748"
6513,KE2014_411,"-3,636601","38,381954"
6514,KE2014_412,"-3,449785","38,326564"
6515,KE2014_413,"-3,442766","38,304426"
6516,KE2014_414,"-3,385227","38,346360"
6517,KE2014_415,"-3,396853","38,379129"
6518,KE2014_416,"-3,280824","38,266454"
6519,KE2014_417,"-3,398612","38,310817"
6520,KE2014_418,"-3,397673","38,359547"
6521,KE2014_419,"-3,377656","38,345331"
6522,KE2014_42,"-1,208072","36,898691"
6523,KE2014_420,"-3,385064","38,454961"
6524,KE2014_421,"-3,354748","38,500362"
6525,KE2014_422,"-3,339615","38,431238"
6526,KE2014_423,"-3,029866","38,640847"
6532,KE2014_43,"-1,189253","36,905786"
6533,KE2014_431,"2,342909","37,998804"
6534,KE2014_432,"2,329184","37,943391"
6535,KE2014_433,"2,347209","37,978154"
6536,KE2014_434,"2,341871","37,986691"
6537,KE2014_435,"2,186941","37,988364"
6539,KE2014_437,"2,227143","38,028504"
6542,KE2014_44,"-1,256622","36,878718"
6547,KE2014_444,"2,775784","38,117990"
6548,KE2014_445,"3,112698","38,418537"
6549,KE2014_446,"1,592403","37,838373"
6550,KE2014_447,"1,486343","37,727736"
6551,KE2014_448,"1,978691","37,521167"
6552,KE2014_45,"-1,228412","36,936561"
6553,KE2014_450,"1,854861","37,454053"
6554,KE2014_451,"2,244301","36,916336"
6556,KE2014_453,"3,501083","39,040091"
6557,KE2014_454,"3,516632","39,071901"
6558,KE2014_455,"3,522562","39,051938"
6559,KE2014_456,"3,514832","39,039967"
6560,KE2014_457,"3,514961","39,073347"
6561,KE2014_458,"3,528306","39,077476"
6563,KE2014_46,"-1,230205","36,924542"
6564,KE2014_460,"3,450670","39,056259"
6566,KE2014_462,"2,740703","38,915554"
6574,KE2014_47,"-1,240304","36,836999"
6577,KE2014_472,"0,509139","37,496904"
6583,KE2014_478,"0,635689","36,993589"
6584,KE2014_479,"0,601502","36,977064"
6585,KE2014_48,"-1,258805","36,881843"
6587,KE2014_481,"0,873930","38,497561"
6588,KE2014_482,"1,009820","38,616363"
6589,KE2014_483,"1,082906","38,671736"
6590,KE2014_484,"1,958061","38,834792"
6591,KE2014_485,"1,610971","38,945492"
6592,KE2014_486,"0,615075","38,391979"
6593,KE2014_487,"0,466938","38,673005"
6595,KE2014_49,"-1,246120","36,876720"
6598,KE2014_492,"1,034683","39,259385"
6599,KE2014_493,"1,071336","39,069807"
6600,KE2014_494,"0,971676","38,945918"
6601,KE2014_495,"0,067448","37,470007"
6602,KE2014_496,"-0,001947","37,613637"
6603,KE2014_497,"-0,006369","37,694616"
6606,KE2014_5,"-1,272064","36,743127"
6607,KE2014_50,"-1,271061","36,857279"
6609,KE2014_501,"0,088803","37,594487"
6610,KE2014_502,"0,073251","37,633200"
6611,KE2014_503,"0,094062","37,706403"
6613,KE2014_505,"0,062527","37,624742"
6614,KE2014_506,"0,062009","37,633832"
6615,KE2014_507,"0,051115","37,678145"
6616,KE2014_508,"0,040978","37,638680"
6617,KE2014_509,"-0,098188","37,600692"
6618,KE2014_51,"-1,281637","36,839683"
6619,KE2014_510,"-0,064991","37,667751"
6621,KE2014_512,"-0,100550","37,574304"
6623,KE2014_514,"0,304952","37,905950"
6624,KE2014_515,"0,249788","37,880908"
6625,KE2014_516,"0,380873","37,986308"
6626,KE2014_517,"0,315799","38,007937"
6627,KE2014_518,"0,328824","37,965919"
6628,KE2014_519,"0,241269","37,936243"
6629,KE2014_52,"-1,276725","36,865135"
6630,KE2014_520,"0,246473","37,936669"
6631,KE2014_521,"0,170400","37,914147"
6633,KE2014_523,"0,289382","37,885311"
6634,KE2014_524,"0,194116","37,978863"
6636,KE2014_526,"0,154022","37,851466"
6638,KE2014_528,"0,149079","37,746012"
6639,KE2014_529,"0,152777","37,819560"
6640,KE2014_53,"-1,221247","36,821401"
6642,KE2014_531,"0,208009","37,795956"
6643,KE2014_532,"-0,329215","37,630916"
6644,KE2014_533,"-0,328819","37,659307"
6645,KE2014_534,"-0,332799","37,636498"
6648,KE2014_537,"-0,330977","37,676715"
6651,KE2014_54,"-1,261328","36,752008"
6653,KE2014_541,"-0,342744","37,662761"
6654,KE2014_542,"-0,391583","37,644952"
6662,KE2014_55,"-1,262721","36,801401"
6673,KE2014_56,"-1,282941","36,816351"
6684,KE2014_57,"-0,198770","36,524794"
6691,KE2014_576,"-0,444713","37,646818"
6693,KE2014_578,"-0,412308","37,611773"
6695,KE2014_58,"-0,110728","36,548565"
6696,KE2014_580,"-0,462447","37,584034"
6697,KE2014_581,"-0,432434","37,573393"
6706,KE2014_59,"-0,023569","36,473021"
6707,KE2014_590,"-0,793750","37,400948"
6708,KE2014_591,"-0,817949","37,423044"
6711,KE2014_594,"-0,760206","37,669662"
6713,KE2014_596,"-1,421590","37,953235"
6714,KE2014_597,"-1,295143","38,073275"
6715,KE2014_598,"-1,307842","38,039860"
6716,KE2014_599,"-1,355365","38,008072"
6717,KE2014_6,"-1,263006","36,710592"
6718,KE2014_60,"0,029705","36,416035"
6719,KE2014_600,"-1,397596","37,998989"
6720,KE2014_601,"-1,232403","38,077950"
6721,KE2014_602,"-1,328030","37,970683"
6722,KE2014_603,"-1,273152","37,979913"
6723,KE2014_604,"-1,184392","37,980094"
6725,KE2014_606,"-1,471454","38,133033"
6726,KE2014_607,"-1,512591","38,068221"
6727,KE2014_608,"-1,412857","38,075154"
6728,KE2014_609,"-1,534992","38,092479"
6729,KE2014_61,"-0,048313","36,479538"
6733,KE2014_613,"-1,713196","38,078261"
6734,KE2014_614,"-1,745150","38,092682"
6736,KE2014_616,"-2,006364","38,427631"
6738,KE2014_618,"-0,936233","38,060164"
6740,KE2014_62,"-0,148940","36,324313"
6742,KE2014_621,"-0,797989","38,137333"
6744,KE2014_623,"-1,092823","38,025978"
6745,KE2014_624,"-1,024224","37,989082"
6748,KE2014_627,"-0,615400","38,548466"
6751,KE2014_63,"-0,021010","36,327082"
6754,KE2014_632,"-1,291955","36,995966"
6755,KE2014_633,"-1,408042","36,946302"
6756,KE2014_634,"-1,382837","36,944226"
6758,KE2014_636,"-1,570985","37,234407"
6761,KE2014_639,"-1,539372","37,250088"
6762,KE2014_64,"-0,149818","36,370737"
6763,KE2014_640,"-1,361060","37,273127"
6764,KE2014_641,"-1,418263","37,317885"
6765,KE2014_642,"-1,413597","37,300353"
6768,KE2014_645,"-1,317644","37,385279"
6770,KE2014_647,"-1,416673","37,392972"
6773,KE2014_65,"0,010667","36,379811"
6775,KE2014_651,"-0,895003","37,746193"
6777,KE2014_653,"-0,968931","37,371851"
6784,KE2014_66,"-0,010617","36,332940"
6785,KE2014_660,"-1,348697","37,362045"
6786,KE2014_661,"-1,337319","37,383537"
6787,KE2014_662,"-1,243315","37,260067"
6788,KE2014_663,"-1,262490","37,306336"
6790,KE2014_665,"-1,139872","37,273967"
6792,KE2014_667,"-1,721319","37,290695"
6793,KE2014_668,"-1,890350","37,414702"
6794,KE2014_669,"-1,812395","37,363757"
6795,KE2014_67,"0,009343","36,375950"
6796,KE2014_670,"-1,801635","37,362263"
6797,KE2014_671,"-1,813839","37,401138"
6799,KE2014_673,"-1,891727","37,600768"
6809,KE2014_682,"-1,754687","37,492040"
6814,KE2014_687,"-2,276143","37,817825"
6815,KE2014_688,"-2,325797","37,854934"
6817,KE2014_69,"-0,183179","36,257175"
6819,KE2014_691,"-2,178420","37,967673"
6821,KE2014_693,"-1,905010","37,358500"
6823,KE2014_696,"-1,985316","37,422072"
6827,KE2014_7,"-1,341546","36,697188"
6831,KE2014_702,"-0,427119","39,624902"
6838,KE2014_709,"-0,058799","39,275261"
6839,KE2014_71,"-0,331609","36,381187"
6840,KE2014_710,"-0,242516","39,496854"
6842,KE2014_714,"0,378250","38,745586"
6843,KE2014_715,"0,415822","39,274398"
6844,KE2014_716,"0,598073","39,137667"
6845,KE2014_717,"0,723550","39,189721"
6846,KE2014_718,"0,288989","39,589534"
6847,KE2014_719,"0,150229","39,681839"
6848,KE2014_72,"-0,341872","36,374036"
6849,KE2014_720,"0,258031","40,186981"
6850,KE2014_721,"0,041764","40,295984"
6851,KE2014_722,"0,155825","40,506317"
6855,KE2014_728,"-1,685928","40,592236"
6857,KE2014_73,"-0,230142","36,386270"
6858,KE2014_730,"-1,699100","40,166284"
6859,KE2014_731,"-1,689187","40,170556"
6860,KE2014_732,"-1,834079","40,193816"
6862,KE2014_734,"1,506978","40,525738"
6863,KE2014_735,"0,906832","40,933220"
6866,KE2014_738,"0,637567","39,901649"
6867,KE2014_739,"1,030099","39,531933"
6868,KE2014_74,"-0,231070","36,323970"
6869,KE2014_741,"3,262466","39,344786"
6878,KE2014_75,"-0,318159","36,360004"
6887,KE2014_76,"-0,395568","36,538648"
6892,KE2014_766,"1,638288","39,422847"
6894,KE2014_769,"3,933325","40,775623"
6895,KE2014_77,"-0,376731","36,540916"
6896,KE2014_770,"2,816252","40,918708"
6897,KE2014_771,"2,807249","40,923599"
6898,KE2014_772,"2,790405","40,918588"
6900,KE2014_774,"2,832750","40,918399"
6904,KE2014_778,"3,930243","41,225423"
6906,KE2014_78,"-0,404636","36,517258"
6917,KE2014_79,"-0,414554","36,428334"
6928,KE2014_8,"-1,312427","36,785408"
6929,KE2014_80,"-0,612710","36,465081"
6939,KE2014_81,"-0,609192","36,592577"
6950,KE2014_82,"-0,570947","36,572752"
6961,KE2014_83,"-0,515783","36,612660"
6972,KE2014_84,"-0,712286","36,663813"
6983,KE2014_85,"-0,739798","36,702417"
6994,KE2014_86,"-0,881419","36,569475"
7005,KE2014_87,"-0,803895","36,598455"
7016,KE2014_88,"-0,761975","36,687148"
7027,KE2014_89,"-0,748868","36,603540"
7038,KE2014_9,"-1,318072","36,784683"
7039,KE2014_90,"-0,179324","37,027911"
7050,KE2014_91,"-0,150368","37,058037"
7061,KE2014_92,"-0,196520","37,030087"
7072,KE2014_93,"-0,269884","37,013468"
7083,KE2014_94,"-0,023726","37,049605"
7094,KE2014_95,"-0,009526","37,063865"
7116,KE2014_97,"-0,309766","36,785844"
7127,KE2014_98,"-0,204571","36,710179"
7138,KE2014_99,"-0,495424","37,128390"
7189,LS2014_135,"-29,899849","27,667686"
7507,LS2014_62,"-29,967917","27,649490"
7549,MW2014_10,"-10,235579","34,093307"
7555,MW2014_105,"-15,765946","35,112136"
7558,MW2014_108,"-15,824973","34,967325"
7559,MW2014_109,"-16,328931","35,205746"
7561,MW2014_110,"-16,100983","35,042758"
7564,MW2014_113,"-16,120277","35,505875"
7565,MW2014_114,"-16,053476","35,697539"
7576,MW2014_124,"-16,884171","35,263639"
7577,MW2014_125,"-15,074065","34,915280"
7582,MW2014_13,"-11,683736","33,967495"
7583,MW2014_130,"-15,783067","35,057734"
7584,MW2014_131,"-15,755662","35,036218"
7585,MW2014_132,"-15,765318","35,037162"
7586,MW2014_133,"-15,751119","35,011860"
7587,MW2014_134,"-15,768063","34,990083"
7588,MW2014_135,"-15,810859","34,996540"
7589,MW2014_136,"-15,829764","35,088025"
7590,MW2014_137,"-15,853695","35,092018"
7591,MW2014_138,"-15,825565","35,017303"
7592,MW2014_139,"-15,842032","34,986195"
7593,MW2014_14,"-11,786428","34,169773"
7594,MW2014_140,"-15,873486","35,065657"
7595,MW2014_15,"-11,680439","34,181237"
7598,MW2014_18,"-10,878165","34,066707"
7599,MW2014_19,"-11,013850","33,846344"
7601,MW2014_20,"-11,016000","33,838188"
7602,MW2014_21,"-11,866769","33,349985"
7604,MW2014_23,"-12,238625","33,355444"
7605,MW2014_24,"-11,106747","33,896653"
7606,MW2014_25,"-11,260003","33,699297"
7607,MW2014_26,"-11,393462","33,786609"
7608,MW2014_27,"-11,464462","33,863717"
7609,MW2014_28,"-11,871135","33,777466"
7610,MW2014_29,"-11,402611","33,374337"
7611,MW2014_3,"-10,111930","33,559969"
7612,MW2014_30,"-11,580489","33,546902"
7614,MW2014_32,"-12,172875","33,681222"
7618,MW2014_36,"-11,279638","33,623545"
7619,MW2014_37,"-11,383489","33,989219"
7620,MW2014_38,"-11,424682","34,018344"
7621,MW2014_39,"-11,439289","33,999987"
7623,MW2014_40,"-11,446300","34,016626"
7624,MW2014_41,"-13,126397","33,468366"
7626,MW2014_43,"-12,886219","33,938061"
7628,MW2014_45,"-13,036707","33,499437"
7629,MW2014_46,"-12,962594","34,264190"
7631,MW2014_48,"-12,909858","34,285763"
7632,MW2014_49,"-12,927823","34,287503"
7634,MW2014_50,"-13,501041","34,044033"
7635,MW2014_51,"-13,157542","33,886198"
7636,MW2014_52,"-13,489682","33,580498"
7637,MW2014_53,"-13,448165","33,574432"
7638,MW2014_54,"-13,645650","34,015555"
7647,MW2014_62,"-14,153919","33,579362"
7648,MW2014_63,"-14,230792","33,617895"
7649,MW2014_64,"-14,068541","33,959787"
7650,MW2014_65,"-13,849596","33,270404"
7658,MW2014_72,"-14,367207","33,841508"
7659,MW2014_73,"-14,052131","34,167119"
7663,MW2014_77,"-14,897955","34,602739"
7664,MW2014_78,"-14,686600","34,568318"
7666,MW2014_8,"-9,972671","33,679490"
7676,MW2014_89,"-14,011557","33,715283"
7677,MW2014_9,"-10,440565","34,203811"
7682,MW2014_94,"-13,807580","35,126869"
7699,RW2014_123,"-2,618905","29,762302"
7709,RW2014_140,"-2,453722","29,434168"
7728,RW2014_181,"-2,585234","29,115605"
7729,RW2014_186,"-2,625946","29,900058"
7731,RW2014_190,"-2,477517","29,014086"
7732,RW2014_197,"-2,626063","29,746725"
7743,RW2014_220,"-2,560491","29,615950"
7764,RW2014_270,"-2,579987","29,816019"
7768,RW2014_281,"-2,434937","29,232402"
7782,RW2014_315,"-2,654797","29,735426"
7783,RW2014_317,"-2,683977","29,921954"
7786,RW2014_323,"-2,563880","29,448201"
7793,RW2014_343,"-2,681882","29,606897"
7795,RW2014_352,"-2,642011","29,577283"
7798,RW2014_360,"-2,544841","29,076873"
7803,RW2014_37,"-2,571178","29,734052"
7807,RW2014_384,"-1,687675","29,414625"
7808,RW2014_386,"-2,598340","29,528379"
7810,RW2014_388,"-2,605540","29,810265"
7812,RW2014_395,"-1,427044","29,615940"
7813,RW2014_397,"-2,545078","29,438604"
7814,RW2014_40,"-2,697863","29,639986"
7820,RW2014_413,"-1,432324","29,578513"
7826,RW2014_432,"-2,448597","29,443577"
7832,RW2014_447,"-1,451526","29,612592"
7856,RW2014_54,"-2,679462","29,574339"
7867,RW2014_83,"-2,516338","29,479797"
7931,TG2013_19,"6,497285","1,612827"
7976,TG2013_255,"6,582179","1,487855"
8015,TG2013_311,"6,910491","0,617008"
8046,TG2013_63,"6,609347","1,520451"
8065,TG2013_9,"6,843150","0,598886"
8073,UG2014_10,"0,294838","32,588769"
8080,UG2014_11,"0,307718","32,589661"
8086,UG2014_12,"0,266225","32,601795"
8094,UG2014_13,"0,251347","32,611501"
8119,UG2014_167,"2,574490","30,773958"
8120,UG2014_168,"2,419403","30,976637"
8121,UG2014_169,"0,653242","30,058181"
8127,UG2014_179,"0,075378","29,741910"
8136,UG2014_19,"-0,479327","31,720651"
8137,UG2014_190,"-0,903573","30,388699"
8144,UG2014_199,"1,764055","31,403649"
8145,UG2014_20,"0,199784","32,306189"
8160,UG2014_29,"-0,547000","31,364000"
8161,UG2014_30,"-0,503829","31,608210"
8162,UG2014_31,"-0,232662","31,384413"
8163,UG2014_33,"0,139170","32,573869"
8164,UG2014_34,"0,341374","32,449601"
8167,UG2014_37,"0,268891","32,560069"
8169,UG2014_39,"0,313992","31,962492"
8170,UG2014_40,"0,406669","32,052458"
8171,UG2014_41,"0,496601","32,128843"
8172,UG2014_43,"-0,054981","31,641778"
8175,UG2014_49,"-0,412571","31,419635"
8214,ZM2013_123,"-13,397399","24,312924"
8215,ZM2013_13,"-14,018002","33,106559"
8219,ZM2013_137,"-9,610798","32,096753"
8226,ZM2013_154,"-8,935095","31,913157"
8241,ZM2013_178,"-13,408476","24,331103"
8254,ZM2013_202,"-14,787041","24,803908"
8261,ZM2013_219,"-12,186783","25,546426"
8280,ZM2013_266,"-13,612340","24,205538"
8295,ZM2013_294,"-11,765559","24,302134"
8326,ZM2013_354,"-12,010263","26,270041"
8359,ZM2013_434,"-13,385677","24,416204"
8369,ZM2013_457,"-12,169129","26,404034"
8390,ZM2013_495,"-13,284744","24,401001"
8392,ZM2013_499,"-11,794694","25,148730"
8401,ZM2013_526,"-10,691000","33,546000"
8402,ZM2013_528,"-14,016148","32,750717"
8407,ZM2013_538,"-12,166694","26,381268"
8440,ZM2013_602,"-13,201259","24,577567"
8447,ZM2013_610,"-17,255767","24,128163"
8458,ZM2013_630,"-11,824554","24,395389"
8460,ZM2013_637,"-17,490000","23,222000"
8461,ZM2013_64,"-8,304701","30,539403"
8468,ZM2013_655,"-11,990034","24,169026"
8470,ZM2013_661,"-11,722221","24,456140"
8482,ZM2013_695,"-13,545442","24,287495"
8491,ZM2013_73,"-12,268825","25,500015"
8497,ZM2013_83,"-14,792199","24,841707"
8498,ZM2013_84,"-13,593692","24,192288"
8504,ZM2013_98,"-14,389055","31,708638"
8505,AO2015_101,"-9,268570","15,229294"
8508,AO2015_105,"-6,021910","15,757820"
8509,AO2015_108,"-9,019286","13,114102"
8510,AO2015_111,"-7,399771","20,822809"
8511,AO2015_112,"-8,910408","13,264357"
8514,AO2015_118,"-7,620021","16,177563"
8518,AO2015_121,"-5,607514","12,200821"
8519,AO2015_122,"-11,970251","14,063479"
8520,AO2015_124,"-5,593386","12,206088"
8521,AO2015_135,"-8,589805","13,640789"
8527,AO2015_146,"-9,484826","20,376952"
8528,AO2015_149,"-11,668122","14,147692"
8529,AO2015_154,"-11,653346","20,518765"
8531,AO2015_156,"-8,878203","13,228434"
8532,AO2015_16,"-8,908463","20,259352"
8534,AO2015_163,"-8,763538","13,302935"
8537,AO2015_167,"-8,977462","13,157576"
8539,AO2015_169,"-8,592545","13,654425"
8540,AO2015_171,"-12,371358","13,590602"
8543,AO2015_175,"-6,031846","14,137272"
8545,AO2015_18,"-9,553536","16,389127"
8547,AO2015_184,"-10,818325","14,419114"
8548,AO2015_185,"-9,518101","16,273402"
8549,AO2015_186,"-8,918549","13,234823"
8550,AO2015_187,"-7,926358","15,041177"
8553,AO2015_190,"-9,298273","14,931836"
8556,AO2015_193,"-7,688141","21,360870"
8560,AO2015_2,"-9,663518","20,377014"
8562,AO2015_208,"-7,852511","13,721998"
8565,AO2015_213,"-8,630636","14,924763"
8567,AO2015_217,"-9,834119","14,826709"
8568,AO2015_22,"-7,374192","20,809691"
8571,AO2015_226,"-8,846010","13,232315"
8573,AO2015_229,"-12,401092","13,577186"
8574,AO2015_230,"-9,556523","16,342303"
8575,AO2015_232,"-11,133521","14,920621"
8577,AO2015_236,"-9,177717","15,239061"
8581,AO2015_243,"-9,552646","16,331424"
8582,AO2015_244,"-6,290605","14,242603"
8583,AO2015_246,"-9,286521","14,919765"
8584,AO2015_247,"-8,884638","13,256952"
8586,AO2015_251,"-5,583285","12,179857"
8587,AO2015_252,"-8,103137","20,849831"
8588,AO2015_255,"-12,378420","13,586160"
8592,AO2015_262,"-8,884093","13,197658"
8596,AO2015_268,"-11,564515","19,969817"
8597,AO2015_273,"-8,201536","15,379319"
8599,AO2015_278,"-9,544321","16,352572"
8600,AO2015_28,"-8,461192","20,715330"
8605,AO2015_289,"-9,187707","14,019221"
8608,AO2015_293,"-15,213961","12,124705"
8609,AO2015_300,"-11,588237","20,723548"
8612,AO2015_303,"-8,943728","13,167671"
8613,AO2015_306,"-10,587051","14,519818"
8614,AO2015_307,"-9,039109","14,696982"
8616,AO2015_310,"-11,088295","20,675662"
8617,AO2015_315,"-7,861994","13,114573"
8623,AO2015_323,"-9,994641","20,259191"
8625,AO2015_328,"-9,790881","16,394363"
8626,AO2015_329,"-10,765318","15,312279"
8627,AO2015_33,"-8,883894","13,220594"
8629,AO2015_333,"-8,898778","13,258554"
8630,AO2015_335,"-9,150102","14,758700"
8632,AO2015_34,"-8,586355","13,656795"
8633,AO2015_341,"-9,642946","20,373784"
8634,AO2015_342,"-7,363907","20,852452"
8637,AO2015_345,"-8,843191","13,212217"
8640,AO2015_354,"-9,532541","16,329860"
8643,AO2015_357,"-7,689137","21,338893"
8644,AO2015_358,"-9,664247","20,376121"
8645,AO2015_36,"-9,531624","16,334123"
8646,AO2015_362,"-8,885105","13,228625"
8647,AO2015_363,"-8,802195","13,266555"
8649,AO2015_367,"-8,769534","13,294507"
8650,AO2015_368,"-7,081743","14,514718"
8653,AO2015_375,"-9,297814","14,902042"
8655,AO2015_379,"-9,154759","14,842508"
8659,AO2015_384,"-6,205320","14,350379"
8665,AO2015_395,"-5,601281","12,203132"
8667,AO2015_399,"-8,569210","13,659970"
8670,AO2015_402,"-8,532459","14,435204"
8671,AO2015_404,"-10,579056","13,933442"
8672,AO2015_405,"-10,859722","14,366461"
8673,AO2015_406,"-8,810092","13,267939"
8674,AO2015_407,"-6,273186","14,222365"
8677,AO2015_412,"-11,019789","14,524775"
8679,AO2015_416,"-11,679201","20,725790"
8680,AO2015_417,"-6,267265","14,242675"
8682,AO2015_42,"-8,924553","13,172158"
8683,AO2015_421,"-7,382546","20,829875"
8684,AO2015_423,"-11,183774","13,874359"
8685,AO2015_424,"-9,291030","14,910762"
8686,AO2015_426,"-6,093092","14,634228"
8687,AO2015_427,"-6,247243","14,233357"
8688,AO2015_428,"-5,460454","12,263045"
8690,AO2015_430,"-11,210642","13,860287"
8692,AO2015_433,"-5,583678","12,185291"
8694,AO2015_435,"-11,239586","15,056222"
8696,AO2015_44,"-8,879486","13,295112"
8697,AO2015_440,"-7,507942","20,879314"
8698,AO2015_441,"-9,291857","14,903078"
8699,AO2015_442,"-8,952981","14,735918"
8703,AO2015_452,"-9,994564","14,893594"
8707,AO2015_467,"-8,894490","13,189041"
8708,AO2015_468,"-8,572583","13,665589"
8709,AO2015_47,"-15,210033","12,164757"
8710,AO2015_472,"-10,849116","14,380338"
8711,AO2015_474,"-4,763034","12,539956"
8712,AO2015_475,"-9,455386","20,313244"
8716,AO2015_481,"-8,865322","13,238863"
8717,AO2015_482,"-5,634583","12,197471"
8718,AO2015_484,"-8,879802","13,192113"
8719,AO2015_485,"-8,412035","20,749445"
8720,AO2015_486,"-5,599102","12,171812"
8721,AO2015_487,"-6,263827","14,245849"
8722,AO2015_488,"-9,161170","16,002779"
8723,AO2015_489,"-12,392508","13,558686"
8724,AO2015_49,"-15,117018","12,150391"
8729,AO2015_499,"-12,665981","13,371872"
8732,AO2015_502,"-9,541217","16,353957"
8733,AO2015_504,"-6,309367","14,633572"
8735,AO2015_509,"-11,789969","19,894687"
8736,AO2015_513,"-5,602341","12,168737"
8739,AO2015_52,"-11,112560","23,708107"
8740,AO2015_520,"-9,561632","16,338639"
8741,AO2015_522,"-12,693914","13,278901"
8742,AO2015_527,"-11,810584","19,880331"
8745,AO2015_532,"-5,918341","14,941477"
8746,AO2015_533,"-9,551591","16,347177"
8748,AO2015_535,"-12,428208","13,557574"
8749,AO2015_538,"-9,649883","20,383630"
8750,AO2015_540,"-11,052217","14,519786"
8752,AO2015_544,"-9,676609","20,347623"
8753,AO2015_548,"-7,690497","21,374453"
8754,AO2015_55,"-6,257807","14,215440"
