,ID,LATNUM,LONGNUM
10880,TZ2015_608,"-5,374424","39,645050"
10881,TZ2015_61,"-3,190633","37,116850"
10882,TZ2015_62,"-4,848005","38,481384"
10884,TZ2015_64,"-4,724061","38,401635"
10885,TZ2015_65,"-4,769309","38,553848"
10886,TZ2015_66,"-5,253311","38,563169"
10887,TZ2015_68,"-5,212218","38,772097"
10888,TZ2015_69,"-5,123143","38,612201"
10893,TZ2015_73,"-5,394040","38,976689"
10894,TZ2015_74,"-5,756170","38,271549"
10895,TZ2015_75,"-5,307198","38,349598"
10899,TZ2015_8,"-6,354236","36,678791"
10900,TZ2015_81,"-5,437552","38,005727"
10905,TZ2015_86,"-7,245740","38,048318"
10914,TZ2015_94,"-6,844814","37,672139"
10916,TZ2015_96,"-6,771863","37,741053"
10918,TZ2015_98,"-6,014227","37,532633"
10919,TZ2015_99,"-6,939022","37,613255"
10948,UG2014_170,"-0,528010","30,088291"
10950,UG2014_177,"0,557831","30,128120"
10952,UG2014_18,"0,617138","32,370186"
10956,UG2014_197,"-0,999016","29,852365"
10981,UG2014_8,"0,281002","32,538750"
10985,UG2014_84,"1,028198","34,383956"
10988,UG2014_9,"0,294055","32,533980"
10991,UG2014_96,"1,253779","34,374858"
10994,ZW2015_1,"-17,303925","31,888711"
10996,ZW2015_100,"-17,853835","31,187157"
11003,ZW2015_107,"-16,925080","31,469348"
11033,ZW2015_134,"-18,724992","32,687296"
11040,ZW2015_140,"-20,594442","31,148663"
11047,ZW2015_147,"-20,179120","28,617872"
11054,ZW2015_153,"-16,973590","32,165493"
11059,ZW2015_158,"-16,441569","30,448936"
11065,ZW2015_163,"-17,022713","30,852577"
11068,ZW2015_166,"-20,257654","28,881567"
11072,ZW2015_17,"-16,477588","30,472420"
11078,ZW2015_175,"-17,061383","31,398520"
11105,ZW2015_2,"-20,733202","30,740049"
11115,ZW2015_208,"-20,187471","28,521060"
11122,ZW2015_214,"-16,530713","30,436958"
11130,ZW2015_221,"-17,861299","31,216467"
11135,ZW2015_226,"-16,495704","31,351877"
11139,ZW2015_23,"-18,818072","31,540985"
11143,ZW2015_233,"-16,736422","31,691412"
11156,ZW2015_245,"-20,739887","30,800640"
11157,ZW2015_246,"-20,162639","28,473599"
11162,ZW2015_250,"-17,081555","31,063245"
11168,ZW2015_256,"-17,620685","32,575362"
11179,ZW2015_266,"-20,203945","28,569004"
11201,ZW2015_286,"-20,712176","28,807503"
11215,ZW2015_299,"-20,142108","28,501646"
11217,ZW2015_30,"-20,134655","28,469505"
11220,ZW2015_302,"-16,471358","31,380156"
11221,ZW2015_303,"-18,756509","31,791439"
11222,ZW2015_304,"-20,171509","28,528652"
11225,ZW2015_307,"-16,741291","31,699137"
11236,ZW2015_317,"-20,183093","28,535387"
11238,ZW2015_319,"-17,721485","31,725953"
11243,ZW2015_323,"-17,131795","31,054357"
11246,ZW2015_326,"-20,152944","28,531298"
11266,ZW2015_344,"-20,225087","28,631634"
11278,ZW2015_355,"-17,440183","31,762038"
11280,ZW2015_357,"-17,654770","31,780776"
11286,ZW2015_362,"-20,175557","28,534461"
11299,ZW2015_374,"-20,190443","28,518083"
11303,ZW2015_378,"-20,191504","28,541807"
11307,ZW2015_381,"-20,171571","28,506735"
11395,AO2015_10,"-8,828197","13,335400"
11396,AO2015_100,"-15,186028","12,160149"
11401,AO2015_11,"-8,888833","13,353182"
11403,AO2015_113,"-9,027422","13,386717"
11404,AO2015_115,"-7,220066","12,865750"
11415,AO2015_132,"-5,563622","12,210229"
11419,AO2015_138,"-8,880110","13,385518"
11423,AO2015_143,"-8,886009","13,294562"
11425,AO2015_148,"-15,190237","12,185573"
11428,AO2015_151,"-7,239461","12,880279"
11429,AO2015_152,"-6,126775","12,340731"
11432,AO2015_158,"-7,718385","14,122619"
11434,AO2015_160,"-6,136623","12,379944"
11435,AO2015_162,"-5,632512","12,175680"
11438,AO2015_170,"-15,188462","12,152522"
11449,AO2015_199,"-8,883880","13,306580"
11454,AO2015_203,"-8,652260","13,517859"
11462,AO2015_215,"-8,905893","13,211567"
11463,AO2015_218,"-15,191882","12,154841"
11464,AO2015_219,"-15,217429","12,131375"
11470,AO2015_23,"-8,910589","13,454990"
11476,AO2015_240,"-5,554035","12,257094"
11478,AO2015_245,"-15,814231","11,839615"
11480,AO2015_25,"-8,881348","13,315149"
11482,AO2015_253,"-6,194852","12,377163"
11485,AO2015_259,"-6,156192","12,380267"
11486,AO2015_26,"-6,819462","13,327338"
11489,AO2015_267,"-8,924989","13,332303"
11492,AO2015_270,"-6,483018","12,740917"
11493,AO2015_271,"-8,838489","13,312723"
11499,AO2015_280,"-5,561586","12,178046"
11500,AO2015_282,"-5,558469","12,188053"
11501,AO2015_283,"-8,506762","14,590192"
11506,AO2015_294,"-8,926088","13,235646"
11509,AO2015_297,"-5,416250","12,479726"
11512,AO2015_3,"-8,928897","13,299542"
11514,AO2015_304,"-8,995648","13,408029"
11516,AO2015_308,"-8,838518","13,299758"
11518,AO2015_311,"-8,888359","13,351783"
11519,AO2015_312,"-5,559894","12,238820"
11520,AO2015_313,"-8,390212","13,615746"
11528,AO2015_331,"-8,780740","13,358384"
11532,AO2015_338,"-5,572842","12,212001"
11534,AO2015_346,"-6,227983","12,385969"
11535,AO2015_347,"-8,233881","14,543561"
11536,AO2015_348,"-6,154570","12,383856"
11541,AO2015_359,"-15,198495","12,175939"
11543,AO2015_361,"-8,080817","14,297745"
11547,AO2015_370,"-5,564441","12,214253"
11553,AO2015_381,"-6,141359","12,368963"
11558,AO2015_392,"-5,562630","12,181034"
11559,AO2015_394,"-8,842182","13,372865"
11568,AO2015_413,"-5,579874","12,264397"
11570,AO2015_418,"-8,815457","13,284925"
11572,AO2015_422,"-6,682822","13,621432"
11577,AO2015_438,"-8,107092","14,300463"
11578,AO2015_439,"-6,194052","12,385102"
11583,AO2015_448,"-8,831449","13,289327"
11588,AO2015_455,"-15,098232","12,193958"
11590,AO2015_458,"-8,247006","13,693179"
11593,AO2015_460,"-9,050558","13,398338"
11595,AO2015_462,"-5,560827","12,190331"
11597,AO2015_465,"-8,996768","13,296866"
11598,AO2015_469,"-8,174611","13,904657"
11599,AO2015_470,"-8,153576","14,294210"
11606,AO2015_493,"-6,187185","12,391818"
11609,AO2015_496,"-5,010757","12,417037"
11610,AO2015_497,"-8,939819","13,360567"
11612,AO2015_500,"-8,762235","13,829197"
11614,AO2015_505,"-8,886519","13,341449"
11622,AO2015_517,"-8,877661","13,328496"
11625,AO2015_521,"-8,849448","13,745452"
11630,AO2015_53,"-6,149140","12,359349"
11634,AO2015_537,"-5,573740","12,214565"
11640,AO2015_546,"-8,786814","13,400348"
11642,AO2015_549,"-8,608122","13,614845"
11646,AO2015_561,"-8,822166","13,302827"
11648,AO2015_569,"-8,946969","13,367513"
11650,AO2015_571,"-8,906526","13,391538"
11653,AO2015_576,"-6,137541","12,364993"
11655,AO2015_578,"-8,900478","13,377139"
11660,AO2015_588,"-5,569105","12,197547"
11662,AO2015_591,"-5,595365","12,205135"
11667,AO2015_6,"-5,562043","12,211461"
11670,AO2015_603,"-15,209066","12,149610"
11671,AO2015_605,"-6,287846","13,609822"
11672,AO2015_606,"-5,576200","12,224033"
11673,AO2015_607,"-15,214922","12,132611"
11674,AO2015_61,"-15,186579","12,172009"
11677,AO2015_616,"-5,568301","12,183562"
11678,AO2015_617,"-8,900741","13,357316"
11686,AO2015_66,"-8,808396","13,336740"
11687,AO2015_67,"-4,766244","12,510690"
11688,AO2015_68,"-8,845366","13,326872"
11689,AO2015_69,"-8,888918","13,483642"
11690,AO2015_7,"-5,580166","12,191222"
11691,AO2015_70,"-15,224634","12,176025"
11692,AO2015_71,"-6,136926","12,354740"
11693,AO2015_74,"-6,142472","12,359700"
11694,AO2015_76,"-8,615344","13,546773"
11701,AO2015_92,"-15,800169","11,858776"
11702,AO2015_93,"-9,330304","14,243508"
11753,ET2016_141,"6,761206","37,425795"
11785,ET2016_171,"7,403585","43,920034"
11802,ET2016_187,"6,441558","42,095158"
11814,ET2016_198,"7,459814","43,846861"
11821,ET2016_204,"8,159210","38,189388"
11824,ET2016_207,"7,220845","36,133859"
11841,ET2016_223,"7,775278","37,939392"
11851,ET2016_232,"6,125907","38,306106"
11912,ET2016_289,"6,791953","40,351663"
11923,ET2016_299,"7,313583","35,323956"
11931,ET2016_306,"7,050249","37,171492"
11942,ET2016_316,"6,005498","38,525295"
11951,ET2016_325,"6,949497","35,565897"
11966,ET2016_34,"6,319079","38,968050"
12023,ET2016_394,"5,148673","40,754468"
12027,ET2016_398,"5,748741","38,443060"
12054,ET2016_422,"5,844300","39,182881"
12067,ET2016_434,"6,572440","37,430603"
12079,ET2016_445,"6,376026","38,396332"
12085,ET2016_450,"6,064312","37,286924"
12095,ET2016_46,"7,396504","35,260203"
12114,ET2016_477,"7,173968","35,802680"
12145,ET2016_505,"6,266023","37,529041"
12171,ET2016_53,"6,876749","37,757759"
12196,ET2016_554,"7,417914","35,317365"
12230,ET2016_586,"7,747932","36,027719"
12299,ET2016_7,"3,818792","39,765343"
12315,ET2016_85,"5,971883","43,548559"
12316,ET2016_86,"5,918058","37,291418"
12325,ET2016_95,"7,591527","43,764891"
12329,GH2016_1,"5,076585","-2,887155"
12330,GH2016_10,"5,043128","-1,668516"
12332,GH2016_101,"6,558501","-0,762183"
12334,GH2016_103,"5,747672","-0,505844"
12335,GH2016_104,"5,958936","-0,401588"
12338,GH2016_107,"6,526514","-2,271691"
12343,GH2016_111,"6,245096","-1,275417"
12344,GH2016_112,"6,637662","-1,307921"
12345,GH2016_114,"6,653059","-1,691665"
12346,GH2016_115,"6,690815","-1,688971"
12347,GH2016_116,"6,665811","-1,620993"
12348,GH2016_117,"6,697971","-1,602648"
12349,GH2016_118,"6,657195","-1,600008"
12350,GH2016_119,"6,689846","-1,594409"
12351,GH2016_12,"5,412523","-2,059953"
12352,GH2016_120,"6,706550","-1,621935"
12353,GH2016_121,"6,725819","-1,601026"
12354,GH2016_122,"6,725615","-1,637512"
12355,GH2016_123,"6,714223","-1,637639"
12356,GH2016_124,"6,755940","-1,680681"
12359,GH2016_127,"6,765063","-1,592865"
12362,GH2016_130,"6,686727","-1,584858"
12364,GH2016_132,"6,498357","-2,494704"
12365,GH2016_133,"6,514499","-2,448480"
12366,GH2016_134,"7,004411","-2,783654"
12367,GH2016_135,"7,260493","-2,879316"
12368,GH2016_136,"7,232623","-2,766656"
12369,GH2016_137,"7,216150","-1,942586"
12370,GH2016_138,"7,339591","-2,313855"
12371,GH2016_139,"7,384453","-2,356429"
12373,GH2016_140,"7,392208","-2,465461"
12374,GH2016_141,"7,573959","-2,789751"
12375,GH2016_142,"7,810821","-2,820545"
12393,GH2016_16,"6,227638","-2,490801"
12403,GH2016_17,"6,235093","-2,269811"
12414,GH2016_18,"6,314155","-2,300102"
12425,GH2016_19,"6,609328","-3,216545"
12436,GH2016_2,"5,286215","-2,763417"
12437,GH2016_20,"6,052217","-2,994307"
12440,GH2016_22,"5,104308","-1,410550"
12442,GH2016_24,"5,286915","-1,160398"
12443,GH2016_25,"5,184278","-1,116903"
12444,GH2016_26,"5,365915","-1,018206"
12445,GH2016_27,"5,406138","-0,983723"
12446,GH2016_28,"5,345211","-0,875455"
12447,GH2016_29,"5,334926","-0,624187"
12448,GH2016_3,"4,916464","-2,174210"
12449,GH2016_30,"5,510204","-0,480198"
12450,GH2016_31,"5,476133","-0,590541"
12453,GH2016_34,"5,624372","-0,786553"
12454,GH2016_35,"5,592052","-0,959508"
12455,GH2016_36,"5,610134","-1,404217"
12459,GH2016_4,"4,914636","-1,781184"
12460,GH2016_40,"5,221729","-1,032035"
12461,GH2016_41,"5,537801","-0,419876"
12462,GH2016_42,"5,511548","-0,393308"
12463,GH2016_43,"5,551125","-0,410117"
12470,GH2016_5,"4,924901","-1,753950"
12474,GH2016_53,"5,590997","-0,219819"
12475,GH2016_54,"5,594993","-0,236656"
12476,GH2016_55,"5,603153","-0,241945"
12477,GH2016_56,"5,601165","-0,221926"
12481,GH2016_6,"4,905608","-1,761455"
12484,GH2016_62,"5,603454","-0,287292"
12490,GH2016_68,"5,999507","0,840533"
12492,GH2016_7,"4,937923","-1,717538"
12502,GH2016_8,"4,947520","-1,763385"
12506,GH2016_86,"5,769064","-0,768048"
12509,GH2016_89,"5,818947","-0,357915"
12510,GH2016_9,"4,963866","-1,715126"
12517,GH2016_96,"6,135990","-0,559643"
12518,GH2016_97,"6,220896","-0,403589"
12520,GH2016_99,"6,081796","-1,120551"
12523,MW2015_101,"-10,595395","34,096022"
12833,TZ2015_237,"-8,162285","35,971543"
